,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,label
8361,1,0,0,0,0,1,0.833333,0.333333,0.333333,0.333333,0.666667,0.833333,0.083333,0.083333,0.246753,0.0,0.38,0.333333,0.333333,0.833333,0.0,0.833333,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,0,0.25,1,1,1,1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8362,1,0,0,1,1,0,0.833333,0.333333,0.333333,0.833333,0.833333,0.333333,0.2,0.133333,0.350649,0.0,0.54,0.833333,0.833333,1.0,0.833333,0.833333,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0.25,1,1,1,1,0.0,0.25,0.25,0.25,0.25,0.0,0.75,0.0,0.5,1
8363,1,0,0,1,1,1,0.833333,0.333333,0.333333,0.833333,0.0,0.0,0.066667,0.033333,0.103896,0.0,0.16,0.0,0.333333,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,0,0,0.5,0,1,1,1,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.5,1
8364,1,0,1,1,1,1,0.833333,0.333333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.12987,0.057143,0.04,0.0,0.0,0.833333,0.833333,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0,1,1,1,1,0,1.0,1,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,2
8365,0,0,0,0,0,0,0.166667,0.333333,0.5,0.333333,0.5,0.333333,0.133333,0.1,0.155844,0.0,0.24,0.0,0.333333,0.0,0.833333,0.333333,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0.25,1,1,1,1,0.0,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.5,0
8366,1,1,1,1,0,1,0.833333,0.833333,0.833333,0.833333,0.5,0.833333,0.066667,0.066667,0.155844,0.085714,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8367,0,0,0,1,1,1,0.5,0.5,0.5,0.833333,0.833333,0.0,0.5,0.5,0.324675,0.357143,0.0,0.833333,0.833333,0.833333,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0,0,1,0.5,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
8368,1,0,0,0,0,0,0.833333,0.333333,0.333333,0.333333,0.333333,0.333333,0.1,0.1,0.25974,0.0,0.4,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,1,1,0,1,0.75,1,1,1,1,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.0,1.0,0
8369,1,0,0,1,1,1,0.833333,0.333333,0.333333,0.833333,0.833333,0.833333,0.1,0.1,0.194805,0.071429,0.1,0.0,0.0,1.0,0.0,0.833333,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8370,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.25974,0.0,0.4,0.333333,0.333333,1.0,0.333333,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8371,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.266667,0.233333,0.285714,0.0,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,1,1,1,0,0.0,1,1,1,1,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.25,0.5,2
8372,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.266667,0.0,0.207792,0.057143,0.24,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0.25,1,1,1,1,0.0,0.0,0.5,0.25,0.0,0.5,0.0,1.0,1.0,1
8373,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.337662,0.057143,0.36,0.333333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8374,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.0,0.142857,0.042857,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8375,0,0,0,0,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.181818,0.0,0.28,0.666667,0.0,0.0,0.833333,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,0,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0
8376,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.333333,0.333333,0.25974,0.0,0.4,0.0,0.0,0.833333,0.0,0.666667,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,1,0.25,1,1,0,0,0.0,1.0,0.75,0.5,0.0,0.0,0.5,0.5,0.25,1
8377,0,0,0,0,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.0,0.103896,0.057143,0.06,0.0,0.0,0.333333,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0,0,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
8378,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.194805,0.0,0.3,0.666667,0.833333,0.833333,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8379,0,1,0,0,1,1,0.166667,0.833333,0.5,0.666667,0.833333,0.833333,0.083333,0.083333,0.116883,0.0,0.18,0.5,0.833333,0.833333,0.833333,0.833333,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,0.5,1,1,1,1,0.0,0.25,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0
8380,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.133333,0.133333,0.155844,0.057143,0.08,0.0,0.0,1.0,0.833333,0.833333,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,0,1,0.25,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
8381,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.181818,0.0,0.28,0.833333,0.0,0.833333,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0.5,1,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8382,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.064935,0.014286,0.08,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,0,0,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1
8383,1,1,0,1,1,1,0.833333,0.833333,0.5,0.0,0.0,0.0,0.033333,0.033333,0.051948,0.0,0.08,0.0,0.833333,0.833333,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0,1,0,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
8384,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.133333,0.133333,0.12987,0.0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,0.25,1,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8385,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.166667,0.1,0.051948,0.0,0.08,0.0,0.0,0.0,0.0,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
8386,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.033333,0.033333,0.064935,0.0,0.08,0.0,0.0,1.0,0.666667,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
8387,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.090909,0.0,0.14,0.833333,0.833333,0.833333,0.0,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.75,1
8388,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.103896,0.0,0.16,0.666667,0.833333,0.833333,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0.25,0,1,0,0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,1.0,1
8389,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.181818,0.0,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1,0,0.25,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8390,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.0,0.833333,0.0,0.05,0.05,0.103896,0.028571,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,1,0,0,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
8391,0,1,0,1,1,1,0.166667,0.833333,0.5,0.833333,0.0,0.0,0.066667,0.066667,0.077922,0.0,0.12,0.833333,0.833333,0.0,0.0,0.333333,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,1,1,1,0.75,1,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0
8392,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.333333,0.2,0.25974,0.0,0.4,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8393,1,0,0,0,0,1,0.833333,0.5,0.5,0.333333,0.5,0.833333,0.1,0.1,0.077922,0.0,0.0,0.833333,0.833333,0.833333,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,1,1,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8394,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.103896,0.0,0.0,0.833333,0.0,0.0,0.833333,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8395,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.103896,0.0,0.16,0.666667,0.833333,0.833333,0.0,0.833333,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0.5,1,1,1,1,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.75,0.75,1
8396,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.15,0.15,0.077922,0.0,0.12,0.666667,0.833333,0.833333,0.833333,0.833333,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.75,1
8397,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.0,0.0,0.133333,0.133333,0.181818,0.0,0.28,0.0,0.0,0.166667,0.0,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0,1,0,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,2
8398,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.207792,0.0,0.32,0.833333,0.0,0.833333,0.833333,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,2
8399,1,1,0,1,1,1,0.833333,0.833333,0.5,0.0,0.0,0.0,0.033333,0.033333,0.090909,0.0,0.14,0.0,0.0,0.833333,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,1,0.25,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,2
8400,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0.0,0.1,0.0,0.0,0.833333,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.25,2
8401,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0.0,0.1,0.0,0.0,0.833333,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.5,0.5,0.5,0.0,0.5,0.5,0.5,2
8402,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.194805,0.0,0.3,0.666667,0.833333,0.833333,0.0,0.833333,0.833333,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,0,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25,1
8403,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0.0,0.066667,0.066667,0.064935,0.0,0.1,0.666667,0.833333,0.833333,0.0,0.833333,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,1
8404,1,0,0,1,1,1,0.833333,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.038961,0.0,0.06,0.0,0.0,0.833333,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,0,0,0.25,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
8405,1,0,1,1,1,1,0.833333,0.5,0.833333,0.0,0.0,0.0,0.066667,0.066667,0.012987,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0.25,0,1,1,1,0.25,0.25,0.25,0.25,0.0,0.0,0.5,0.5,0.5,1
8406,1,0,0,1,1,0,0.833333,0.5,0.5,0.833333,0.833333,0.5,0.133333,0.133333,0.155844,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0
8407,0,0,0,0,0,1,0.833333,0.333333,0.333333,0.333333,0.833333,0.0,0.0,0.0,0.103896,0.0,0.16,0.0,0.333333,0.833333,0.333333,0.333333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8408,1,0,0,0,1,0,0.833333,0.333333,0.333333,0.833333,0.833333,0.833333,0.133333,0.1,0.077922,0.0,0.12,0.333333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8409,1,1,0,1,1,1,0.833333,0.833333,0.5,0.0,0.0,0.0,0.1,0.1,0.12987,0.0,0.2,0.833333,0.833333,0.0,0.0,0.833333,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2
8410,1,1,0,1,1,1,0.833333,0.833333,0.5,0.0,0.0,0.833333,0.1,0.1,0.12987,0.0,0.2,0.333333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1,1,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
8411,1,0,0,1,1,1,0.833333,0.5,0.5,0.0,0.0,0.833333,0.166667,0.1,0.103896,0.0,0.16,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,0,1,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1
8412,1,0,0,1,1,1,0.833333,0.5,0.5,0.0,0.0,0.833333,0.016667,0.016667,0.103896,0.0,0.16,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
8413,0,1,0,1,1,0,1.0,0.833333,0.5,0.833333,0.833333,0.5,0.1,0.033333,0.116883,0.014286,0.16,0.333333,0.0,0.833333,0.0,0.5,0.333333,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0.0,0,1,1,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,1
8414,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.12987,0.0,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
8415,0,0,0,1,0,0,0.166667,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.155844,0.0,0.1,0.0,0.333333,0.0,0.333333,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,0,0.5,1,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8416,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.0,0.181818,0.0,0.28,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0.25,1,1,1,1,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.25,1
8417,1,0,0,1,1,1,0.833333,0.666667,0.5,0.833333,0.833333,0.833333,0.116667,0.083333,0.194805,0.071429,0.2,0.0,0.833333,0.833333,0.0,0.833333,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,1,0.0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8418,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.1,0.441558,0.057143,0.52,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,0,0.25,1,1,1,1,0.0,0.5,0.5,0.75,0.0,0.0,1.0,0.0,0.0,1
8419,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.0,0.833333,0.833333,0.05,0.05,0.025974,0.0,0.04,0.0,0.833333,1.0,0.0,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1,1,1,0,1,1,0.0,1,1,1,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.75,0.0,2
8420,1,1,0,1,1,1,0.833333,0.833333,0.5,0.0,0.833333,0.0,0.116667,0.083333,0.103896,0.0,0.16,0.666667,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,1,0,0,0.5,1,1,1,1,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,1
8421,0,0,1,1,1,1,0.166667,0.666667,0.833333,0.833333,0.0,0.0,0.366667,0.366667,0.064935,0.0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.25,1,1,1,1,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.0,1
8422,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.077922,0.028571,0.08,0.0,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0,0,0,0.75,1,1,1,0,0.0,0.75,0.0,0.5,0.25,0.0,0.25,0.75,0.5,1
8423,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.016667,0.016667,0.103896,0.0,0.16,0.333333,0.833333,0.833333,0.833333,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0.25,1,1,1,1,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1
8424,0,0,0,1,0,1,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.033333,0.033333,0.051948,0.028571,0.04,0.833333,0.833333,0.333333,0.833333,0.333333,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1,0,0,1,0.75,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
